Brand,Vehicle,Vehicle Type,Engine Size(L),Cylinders,Fuel Type,Fuel Consumption City (L/100 km),Fuel Consumption Hwy (L/100 km),Fuel Consumption Comb (L/100 km),Fuel Consumption Comb (mpg),CO2 Emissions(g/km)
PORSCHE,PORSCHE 911 CARRERA GTS CABRIOLET,MINICOMPACT,3,6,Z,12.7,9,11,26,258
PORSCHE,PORSCHE 911 CARRERA S,MINICOMPACT,3,6,Z,10.8,8.3,9.7,29,226
PORSCHE,PORSCHE 911 CARRERA S,MINICOMPACT,3,6,Z,12.1,8.3,10.4,27,242
PORSCHE,PORSCHE 911 CARRERA S CABRIOLET,MINICOMPACT,3,6,Z,10.8,8.4,9.7,29,228
PORSCHE,PORSCHE 911 CARRERA S CABRIOLET,MINICOMPACT,3,6,Z,12.1,8.3,10.4,27,243
PORSCHE,PORSCHE 911 CARRERA 4,MINICOMPACT,3,6,Z,10.7,8.3,9.6,29,225
PORSCHE,PORSCHE 911 CARRERA 4,MINICOMPACT,3,6,Z,12.1,8.3,10.4,27,242
PORSCHE,PORSCHE 911 CARRERA 4 CABRIOLET,MINICOMPACT,3,6,Z,11,8.4,9.8,29,230
PORSCHE,PORSCHE 911 CARRERA 4 CABRIOLET,MINICOMPACT,3,6,Z,12.2,8.5,10.5,27,246
PORSCHE,PORSCHE 911 CARRERA 4 GTS,MINICOMPACT,3,6,Z,11.8,9.2,10.6,27,248
PORSCHE,PORSCHE 911 CARRERA 4 GTS,MINICOMPACT,3,6,Z,12.8,8.9,11,26,257
PORSCHE,PORSCHE 911 CARRERA 4 GTS CABRIOLET,MINICOMPACT,3,6,Z,11.9,9.3,10.7,26,250
PORSCHE,PORSCHE 911 CARRERA 4 GTS CABRIOLET,MINICOMPACT,3,6,Z,12.9,9.1,11.1,25,260
PORSCHE,PORSCHE 911 CARRERA 4S,MINICOMPACT,3,6,Z,11,8.5,9.9,29,232
PORSCHE,PORSCHE 911 CARRERA 4S,MINICOMPACT,3,6,Z,12.1,8.4,10.4,27,243
PORSCHE,PORSCHE 911 CARRERA 4S CABRIOLET,MINICOMPACT,3,6,Z,10.9,8.5,9.9,29,231
PORSCHE,PORSCHE 911 CARRERA 4S CABRIOLET,MINICOMPACT,3,6,Z,12.2,8.5,10.5,27,246
PORSCHE,PORSCHE 911 GT3,TWO-SEATER,4,6,Z,15.8,11.6,13.9,20,324
PORSCHE,PORSCHE 911 GT3,TWO-SEATER,4,6,Z,18,11.5,15.1,19,352
PORSCHE,PORSCHE 911 TARGA 4,MINICOMPACT,3,6,Z,10.9,8.4,9.8,29,228
PORSCHE,PORSCHE 911 TARGA 4,MINICOMPACT,3,6,Z,12.2,8.5,10.5,27,246
PORSCHE,PORSCHE 911 TARGA 4 GTS,MINICOMPACT,3,6,Z,12.1,9.2,10.8,26,251
PORSCHE,PORSCHE 911 TARGA 4 GTS,MINICOMPACT,3,6,Z,13.2,9.2,11.4,25,266
PORSCHE,PORSCHE 911 TARGA 4S,MINICOMPACT,3,6,Z,11.1,8.6,10,28,233
PORSCHE,PORSCHE 911 TARGA 4S,MINICOMPACT,3,6,Z,12.2,8.5,10.5,27,246
PORSCHE,PORSCHE 911 TURBO,MINICOMPACT,3.8,6,Z,12.6,9.9,11.4,25,266
PORSCHE,PORSCHE 911 TURBO CABRIOLET,MINICOMPACT,3.8,6,Z,12.6,9.9,11.4,25,267
PORSCHE,PORSCHE 911 TURBO S,MINICOMPACT,3.8,6,Z,12.6,9.9,11.4,25,266
PORSCHE,PORSCHE 911 TURBO S CABRIOLET,MINICOMPACT,3.8,6,Z,12.6,9.9,11.4,25,267
PORSCHE,PORSCHE 911 TURBO S EXCLUSIVE,MINICOMPACT,3.8,6,Z,13.8,10.3,12.3,23,285
PORSCHE,PORSCHE BOXSTER,TWO-SEATER,2,4,Z,10.5,8,9.4,30,219
PORSCHE,PORSCHE BOXSTER,TWO-SEATER,2,4,Z,11,8.3,9.8,29,229
PORSCHE,PORSCHE BOXSTER GTS,TWO-SEATER,2.5,4,Z,11.8,9.2,10.6,27,249
PORSCHE,PORSCHE BOXSTER GTS,TWO-SEATER,2.5,4,Z,12.3,9.4,11,26,257
PORSCHE,PORSCHE BOXSTER S,TWO-SEATER,2.5,4,Z,11,8.4,9.9,29,230
PORSCHE,PORSCHE BOXSTER S,TWO-SEATER,2.5,4,Z,12.1,9,10.7,26,249
PORSCHE,PORSCHE CAYENNE,SUV - STANDARD,3.6,6,Z,12.9,9.7,11.5,25,268
PORSCHE,PORSCHE CAYENNE GTS,SUV - STANDARD,3.6,6,Z,14.5,10.4,12.6,22,296
PORSCHE,PORSCHE CAYENNE PLATINUM,SUV - STANDARD,3.6,6,Z,13.6,10.2,12.1,23,281
PORSCHE,PORSCHE CAYENNE S,SUV - STANDARD,3.6,6,Z,13.9,9.6,12,24,281
PORSCHE,PORSCHE CAYENNE TURBO,SUV - STANDARD,4.8,8,Z,16.7,11.2,14.3,20,334
PORSCHE,PORSCHE CAYENNE TURBO S,SUV - STANDARD,4.8,8,Z,16.7,11.2,14.3,20,334
PORSCHE,PORSCHE CAYMAN,TWO-SEATER,2,4,Z,10.5,8,9.4,30,219
PORSCHE,PORSCHE CAYMAN,TWO-SEATER,2,4,Z,11,8.3,9.8,29,229
PORSCHE,PORSCHE CAYMAN GTS,TWO-SEATER,2.5,4,Z,11.8,9.2,10.6,27,249
PORSCHE,PORSCHE CAYMAN GTS,TWO-SEATER,2.5,4,Z,12.3,9.4,11,26,257
PORSCHE,PORSCHE CAYMAN S,TWO-SEATER,2.5,4,Z,11,8.4,9.9,29,230
PORSCHE,PORSCHE CAYMAN S,TWO-SEATER,2.5,4,Z,12.1,9,10.7,26,249
PORSCHE,PORSCHE MACAN,SUV - SMALL,2,4,Z,11.6,9.3,10.6,27,248
PORSCHE,PORSCHE MACAN GTS,SUV - SMALL,3,6,Z,13.8,10.3,12.3,23,287
PORSCHE,PORSCHE MACAN S,SUV - SMALL,3,6,Z,13.7,10.3,12.2,23,285
PORSCHE,PORSCHE MACAN TURBO,SUV - SMALL,3.6,6,Z,14.2,10.1,12.3,23,287
PORSCHE,PORSCHE MACAN TURBO KIT,SUV - SMALL,3.6,6,Z,14.1,10.1,12.3,23,286
PORSCHE,PORSCHE PANAMERA,FULL-SIZE,3,6,Z,11,8.3,9.8,29,229
PORSCHE,PORSCHE PANAMERA 4,FULL-SIZE,3,6,Z,11.3,8.6,10.1,28,235
PORSCHE,PORSCHE PANAMERA 4 EXECUTIVE,FULL-SIZE,3,6,Z,11.3,8.6,10.1,28,235
PORSCHE,PORSCHE PANAMERA 4 ST,FULL-SIZE,3,6,Z,11.5,9,10.4,27,242
PORSCHE,PORSCHE PANAMERA 4S,FULL-SIZE,2.9,6,Z,11.3,8.5,10.1,28,235
PORSCHE,PORSCHE PANAMERA 4S EXECUTIVE,FULL-SIZE,2.9,6,Z,11.3,8.5,10.1,28,235
PORSCHE,PORSCHE PANAMERA 4S ST,FULL-SIZE,2.9,6,Z,12.1,9,10.7,26,249
PORSCHE,PORSCHE PANAMERA TURBO,FULL-SIZE,4,8,Z,12.8,9.2,11.2,25,261
PORSCHE,PORSCHE PANAMERA TURBO EXECUTIVE,FULL-SIZE,4,8,Z,12.8,9.2,11.2,25,261
PORSCHE,PORSCHE PANAMERA TURBO ST,FULL-SIZE,4,8,Z,13.4,10.1,11.9,24,279
RAM,RAM 1500 FFV,PICKUP TRUCK - STANDARD,3.6,6,X,13.9,9.6,11.9,24,280
RAM,RAM 1500 FFV,PICKUP TRUCK - STANDARD,3.6,6,E,19.7,13.8,17,17,283
RAM,RAM 1500,PICKUP TRUCK - STANDARD,5.7,8,X,17,12,14.8,19,346
RAM,RAM 1500,PICKUP TRUCK - STANDARD,5.7,8,X,15.7,11,13.6,21,319
RAM,RAM 1500 ECODIESEL,PICKUP TRUCK - STANDARD,3,6,D,11.8,8.6,10.4,27,278
RAM,RAM 1500 4X4 FFV,PICKUP TRUCK - STANDARD,3.6,6,X,14.5,10.2,12.6,22,294
RAM,RAM 1500 4X4 FFV,PICKUP TRUCK - STANDARD,3.6,6,E,20.7,14.7,18,16,300
RAM,RAM 1500 4X4,PICKUP TRUCK - STANDARD,5.7,8,X,18.7,13.3,16.3,17,382
RAM,RAM 1500 4X4,PICKUP TRUCK - STANDARD,5.7,8,X,16.1,11.5,14,20,328
RAM,RAM 1500 4X4 ECODIESEL,PICKUP TRUCK - STANDARD,3,6,D,12.3,8.8,10.8,26,289
RAM,RAM PROMASTER CITY,SPECIAL PURPOSE VEHICLE,2.4,4,X,11.2,8.3,9.9,29,232
ROLLS-ROYCE,ROLLS-ROYCE DAWN,COMPACT,6.6,12,Z,20.3,13,17,17,397
ROLLS-ROYCE,ROLLS-ROYCE GHOST,FULL-SIZE,6.6,12,Z,20.3,13,17,17,397
ROLLS-ROYCE,ROLLS-ROYCE GHOST EWB,FULL-SIZE,6.6,12,Z,20.3,13,17,17,397
ROLLS-ROYCE,ROLLS-ROYCE PHANTOM,FULL-SIZE,6.7,12,Z,20,12.4,16.6,17,387
ROLLS-ROYCE,ROLLS-ROYCE PHANTOM EWB,FULL-SIZE,6.7,12,Z,20,12.4,16.6,17,387
ROLLS-ROYCE,ROLLS-ROYCE WRAITH,MID-SIZE,6.6,12,Z,19.6,12.9,16.6,17,388
SUBARU,SUBARU BRZ,MINICOMPACT,2,4,Z,9.7,7.2,8.6,33,200
SUBARU,SUBARU BRZ,MINICOMPACT,2,4,Z,11.2,8.1,9.8,29,229
SUBARU,SUBARU BRZ tS,MINICOMPACT,2,4,Z,11.6,8.6,10.2,28,239
SUBARU,SUBARU CROSSTREK AWD,SUV - SMALL,2,4,X,8.8,7.2,8.1,35,188
SUBARU,SUBARU CROSSTREK AWD,SUV - SMALL,2,4,X,10.5,8.1,9.4,30,220
SUBARU,SUBARU FORESTER AWD,SUV - SMALL,2,4,Z,10.2,8.6,9.5,30,223
SUBARU,SUBARU FORESTER AWD,SUV - SMALL,2.5,4,X,9.2,7.4,8.4,34,196
SUBARU,SUBARU FORESTER AWD,SUV - SMALL,2.5,4,X,10.9,8.3,9.7,29,228
SUBARU,SUBARU IMPREZA 4-DOOR AWD,MID-SIZE,2,4,X,8.3,6.4,7.5,38,174
SUBARU,SUBARU IMPREZA 4-DOOR AWD,MID-SIZE,2,4,X,10,7.5,8.9,32,208
SUBARU,SUBARU IMPREZA 5-DOOR AWD,STATION WAGON - SMALL,2,4,X,8.4,6.5,7.5,38,176
SUBARU,SUBARU IMPREZA 5-DOOR AWD,STATION WAGON - SMALL,2,4,X,10.1,7.7,9,31,211
SUBARU,SUBARU LEGACY AWD,MID-SIZE,2.5,4,X,9.3,7,8.3,34,193
SUBARU,SUBARU LEGACY AWD,MID-SIZE,3.6,6,X,11.9,8.3,10.3,27,241
SUBARU,SUBARU OUTBACK AWD,SUV - SMALL,2.5,4,X,9.4,7.3,8.5,33,198
SUBARU,SUBARU OUTBACK AWD,SUV - SMALL,3.6,6,X,12,8.7,10.5,27,247
SUBARU,SUBARU WRX AWD,COMPACT,2,4,Z,12.6,9.6,11.2,25,256
SUBARU,SUBARU WRX AWD,COMPACT,2,4,Z,11.3,8.5,10,28,235
SUBARU,SUBARU WRX STI AWD,COMPACT,2.5,4,Z,14.1,10.5,12.5,23,291
SUBARU,SUBARU WRX STI AWD TYPE RA,COMPACT,2.5,4,Z,14.3,10.9,12.8,22,296
TOYOTA,TOYOTA 4RUNNER 4WD,SUV - STANDARD,4,6,X,14.3,11.9,13.2,21,308
TOYOTA,TOYOTA 4RUNNER 4WD (Part-Time 4WD),SUV - STANDARD,4,6,X,14.3,11.9,13.2,21,308
TOYOTA,TOYOTA 86,MINICOMPACT,2,4,Z,9.9,7.3,8.7,32,204
TOYOTA,TOYOTA 86,MINICOMPACT,2,4,Z,11.3,8.3,9.9,29,232
TOYOTA,TOYOTA AVALON,MID-SIZE,3.5,6,X,11.4,7.7,9.7,29,226
TOYOTA,TOYOTA CAMRY,MID-SIZE,2.5,4,X,8.1,5.7,6.9,41,164
TOYOTA,TOYOTA CAMRY LE/SE,MID-SIZE,2.5,4,X,8.4,6,7.3,39,172
TOYOTA,TOYOTA CAMRY XLE/XSE,MID-SIZE,2.5,4,X,8.5,6.1,7.4,38,173
TOYOTA,TOYOTA CAMRY,MID-SIZE,3.5,6,X,10.5,7.1,9,31,210
TOYOTA,TOYOTA CAMRY XSE,MID-SIZE,3.5,6,X,10.7,7.4,9.2,31,215
TOYOTA,TOYOTA CAMRY HYBRID LE,MID-SIZE,2.5,4,X,4.9,4.8,4.9,58,113
TOYOTA,TOYOTA CAMRY HYBRID XLE/SE,MID-SIZE,2.5,4,X,5.3,5,5.1,55,121
TOYOTA,TOYOTA C-HR,COMPACT,2,4,X,8.7,7.5,8.2,34,189
TOYOTA,TOYOTA COROLLA,MID-SIZE,1.8,4,X,8.3,6.5,7.5,38,174
TOYOTA,TOYOTA COROLLA,MID-SIZE,1.8,4,X,8.3,6.7,7.5,38,178
TOYOTA,TOYOTA COROLLA,MID-SIZE,1.8,4,X,8.5,6.6,7.6,37,178
TOYOTA,TOYOTA COROLLA LE ECO (1-mode),MID-SIZE,1.8,4,X,7.8,5.9,6.9,41,163
TOYOTA,TOYOTA COROLLA LE ECO (2-mode),MID-SIZE,1.8,4,X,8,6.3,7.2,39,168
TOYOTA,TOYOTA COROLLA iM,MID-SIZE,1.8,4,X,8.3,6.5,7.5,38,176
TOYOTA,TOYOTA COROLLA iM,MID-SIZE,1.8,4,X,8.8,6.8,7.9,36,185
TOYOTA,TOYOTA HIGHLANDER,SUV - SMALL,3.5,6,X,11.8,8.7,10.3,27,243
TOYOTA,TOYOTA HIGHLANDER AWD,SUV - STANDARD,3.5,6,X,12.1,9,10.6,27,251
TOYOTA,TOYOTA HIGHLANDER AWD (Start/Stop System),SUV - STANDARD,3.5,6,X,12,8.9,10.6,27,247
TOYOTA,TOYOTA HIGHLANDER AWD LE,SUV - STANDARD,3.5,6,X,11.7,8.8,10.4,27,242
TOYOTA,TOYOTA HIGHLANDER HYBRID AWD,SUV - STANDARD,3.5,6,X,8.1,8.5,8.3,34,193
TOYOTA,TOYOTA PRIUS,MID-SIZE,1.8,4,X,4.3,4.6,4.5,63,105
TOYOTA,TOYOTA PRIUS c,COMPACT,1.5,4,X,4.9,5.5,5.1,55,120
TOYOTA,TOYOTA PRIUS v,STATION WAGON - MID-SIZE,1.8,4,X,5.5,6,5.8,49,135
TOYOTA,TOYOTA RAV4 LE/XLE,SUV - SMALL,2.5,4,X,10,7.8,9,31,210
TOYOTA,TOYOTA RAV4 AWD,SUV - SMALL,2.5,4,X,10.5,8.3,9.5,30,222
TOYOTA,TOYOTA RAV4 LIMITED/SE AWD,SUV - SMALL,2.5,4,X,10.7,8.4,9.7,29,226
TOYOTA,TOYOTA RAV4 HYBRID AWD,SUV - SMALL,2.5,4,X,6.9,7.8,7.3,39,171
TOYOTA,TOYOTA SEQUOIA 4WD,SUV - STANDARD,5.7,8,X,18.4,13.8,16.4,17,384
TOYOTA,TOYOTA SIENNA,MINIVAN,3.5,6,X,12.5,8.9,10.9,26,256
TOYOTA,TOYOTA SIENNA AWD,MINIVAN,3.5,6,X,13.4,9.6,11.7,24,274
TOYOTA,TOYOTA TACOMA,PICKUP TRUCK - SMALL,2.7,4,X,12.1,10.1,11.2,25,263
TOYOTA,TOYOTA TACOMA,PICKUP TRUCK - SMALL,3.5,6,X,12.6,10,11.4,25,268
TOYOTA,TOYOTA TACOMA 4WD,PICKUP TRUCK - SMALL,2.7,4,X,12.7,10.6,11.7,24,274
TOYOTA,TOYOTA TACOMA 4WD,PICKUP TRUCK - SMALL,3.5,6,X,13.2,10.7,12.1,23,283
TOYOTA,TOYOTA TACOMA 4WD,PICKUP TRUCK - SMALL,3.5,6,X,13.8,11.4,12.7,22,299
TOYOTA,TOYOTA TACOMA 4WD D-CAB OFF-ROAD,PICKUP TRUCK - SMALL,3.5,6,X,13.8,11.7,12.9,22,300
TOYOTA,TOYOTA TUNDRA,PICKUP TRUCK - STANDARD,5.7,8,X,17.7,13.6,15.9,18,371
TOYOTA,TOYOTA TUNDRA 4WD,PICKUP TRUCK - STANDARD,4.6,8,X,16.8,13.1,14.9,19,354
TOYOTA,TOYOTA TUNDRA 4WD,PICKUP TRUCK - STANDARD,5.7,8,X,18,14.2,16.3,17,383
TOYOTA,TOYOTA YARIS,COMPACT,1.5,4,X,7.3,5.8,6.6,43,155
TOYOTA,TOYOTA YARIS (SIL),COMPACT,1.5,4,X,7.8,6,6.8,42,164
TOYOTA,TOYOTA YARIS HATCHBACK,COMPACT,1.5,4,X,7.9,6.8,7.4,38,173
TOYOTA,TOYOTA YARIS HATCHBACK,COMPACT,1.5,4,X,7.8,6.5,7.2,39,168
VOLKSWAGEN,VOLKSWAGEN ATLAS,SUV - SMALL,2,4,X,10.8,8.9,10,28,233
VOLKSWAGEN,VOLKSWAGEN ATLAS 4MOTION,SUV - SMALL,3.6,6,X,13.7,10.1,12.1,23,282
VOLKSWAGEN,VOLKSWAGEN BEETLE,COMPACT,2,4,X,9,7.2,8.2,34,191
VOLKSWAGEN,VOLKSWAGEN BEETLE CONVERTIBLE,SUBCOMPACT,2,4,X,9,7.2,8.2,34,191
VOLKSWAGEN,VOLKSWAGEN BEETLE DUNE,COMPACT,2,4,X,9.1,6.9,8.1,35,189
VOLKSWAGEN,VOLKSWAGEN BEETLE DUNE CONVERTIBLE,SUBCOMPACT,2,4,X,9.1,6.9,8.1,35,189
VOLKSWAGEN,VOLKSWAGEN GOLF,COMPACT,1.8,4,X,9.6,7.2,8.5,33,199
VOLKSWAGEN,VOLKSWAGEN GOLF,COMPACT,1.8,4,X,9.3,6.9,8.2,34,192
VOLKSWAGEN,VOLKSWAGEN GOLF GTI,COMPACT,2,4,X,9.6,7.3,8.6,33,200
VOLKSWAGEN,VOLKSWAGEN GOLF GTI,COMPACT,2,4,X,9.6,7.2,8.5,33,199
VOLKSWAGEN,VOLKSWAGEN GOLF R,COMPACT,2,4,Z,10.6,8,9.4,30,220
VOLKSWAGEN,VOLKSWAGEN GOLF R,COMPACT,2,4,Z,11.1,8.1,9.8,29,227
VOLKSWAGEN,VOLKSWAGEN GOLF ALLTRACK,STATION WAGON - SMALL,1.8,4,X,10.7,8,9.4,30,220
VOLKSWAGEN,VOLKSWAGEN GOLF ALLTRACK,STATION WAGON - SMALL,1.8,4,X,11.1,7.8,9.6,29,225
VOLKSWAGEN,VOLKSWAGEN GOLF SPORTWAGEN,STATION WAGON - SMALL,1.8,4,X,9.6,7.2,8.5,33,199
VOLKSWAGEN,VOLKSWAGEN GOLF SPORTWAGEN,STATION WAGON - SMALL,1.8,4,X,9.4,6.9,8.2,34,192
VOLKSWAGEN,VOLKSWAGEN GOLF SPORTWAGEN 4MOTION,STATION WAGON - SMALL,1.8,4,X,10.8,8.1,9.6,29,224
VOLKSWAGEN,VOLKSWAGEN GOLF SPORTWAGEN 4MOTION,STATION WAGON - SMALL,1.8,4,X,10.8,7.6,9.3,30,218
VOLKSWAGEN,VOLKSWAGEN PASSAT,MID-SIZE,2,4,X,9.3,6.5,8.1,35,188
VOLKSWAGEN,VOLKSWAGEN PASSAT,MID-SIZE,3.6,6,X,12.2,8.5,10.6,27,246
VOLKSWAGEN,VOLKSWAGEN TIGUAN,SUV - SMALL,2,4,X,10.6,8.7,9.8,29,229
VOLKSWAGEN,VOLKSWAGEN TIGUAN 4MOTION,SUV - SMALL,2,4,X,11.3,8.8,10.2,28,237
VOLVO,VOLVO S60 T5 AWD,COMPACT,2,4,X,11,8.1,9.7,29,226
VOLVO,VOLVO S60 T6 AWD,COMPACT,2,4,Z,10.9,7.7,9.4,30,221
VOLVO,VOLVO S60 POLESTAR,COMPACT,2,4,Z,11.8,8.5,10.3,27,241
VOLVO,VOLVO S60 CC T5 AWD,COMPACT,2,4,X,10.8,7.8,9.4,30,220
VOLVO,VOLVO S90 T5 AWD,MID-SIZE,2,4,Z,10.1,7.4,8.8,32,206
VOLVO,VOLVO S90 T6 AWD,MID-SIZE,2,4,Z,10.6,7.6,9.3,30,216
VOLVO,VOLVO V60 T5 AWD,STATION WAGON - SMALL,2,4,X,11,8.1,9.7,29,226
VOLVO,VOLVO V60 T6 AWD,STATION WAGON - SMALL,2,4,Z,10.9,7.7,9.4,30,221
VOLVO,VOLVO V60 POLESTAR,STATION WAGON - SMALL,2,4,Z,11.8,8.5,10.3,27,241
VOLVO,VOLVO V60 CC T5 AWD,STATION WAGON - SMALL,2,4,X,10.8,7.8,9.4,30,220
VOLVO,VOLVO V90 T6 AWD,STATION WAGON - MID-SIZE,2,4,Z,10.6,7.6,9.3,30,216
VOLVO,VOLVO V90 CC T5 AWD,STATION WAGON - MID-SIZE,2,4,Z,10.4,7.7,9.2,31,214
VOLVO,VOLVO V90 CC T6 AWD,STATION WAGON - MID-SIZE,2,4,Z,10.9,8,9.6,29,224
VOLVO,VOLVO XC60 T5 AWD,SUV - SMALL,2,4,Z,10.7,8.5,9.8,29,228
VOLVO,VOLVO XC60 T6 AWD,SUV - SMALL,2,4,Z,11.4,8.7,10.2,28,240
VOLVO,VOLVO XC90 T5 AWD,SUV - STANDARD,2,4,Z,10.9,8.3,9.7,29,227
VOLVO,VOLVO XC90 T6 AWD,SUV - STANDARD,2,4,Z,11.5,8.8,10.3,27,240
ACURA,ACURA ILX,COMPACT,2.4,4,Z,9.9,7,8.6,33,199
ACURA,ACURA MDX SH-AWD,SUV - SMALL,3.5,6,Z,12.2,9,10.8,26,252
ACURA,ACURA MDX SH-AWD A-SPEC,SUV - SMALL,3.5,6,Z,12.2,9.5,11,26,258
ACURA,ACURA MDX Hybrid AWD,SUV - SMALL,3,6,Z,9.1,9,9,31,210
ACURA,ACURA NSX,TWO-SEATER,3.5,6,Z,11.1,10.8,11,26,261
ACURA,ACURA RDX AWD,SUV - SMALL,2,4,Z,11,8.6,9.9,29,232
ACURA,ACURA RDX AWD A-SPEC,SUV - SMALL,2,4,Z,11.3,9.1,10.3,27,242
ACURA,ACURA RLX Hybrid,MID-SIZE,3.5,6,Z,8.4,8.2,8.4,34,196
ACURA,ACURA TLX,COMPACT,2.4,4,Z,10,7.1,8.7,32,205
ACURA,ACURA TLX A-SPEC,COMPACT,2.4,4,Z,10.2,7.4,8.9,32,209
ACURA,ACURA TLX SH-AWD,COMPACT,3.5,6,Z,11.4,7.7,9.8,29,228
ACURA,ACURA TLX SH-AWD A-SPEC,COMPACT,3.5,6,Z,12,8.2,10.3,27,240
ALFA ROMEO,ALFA ROMEO 4C Coupe,TWO-SEATER,1.8,4,Z,9.7,6.9,8.4,34,197
ALFA ROMEO,ALFA ROMEO 4C Spider,TWO-SEATER,1.8,4,Z,9.7,6.9,8.4,34,197
ALFA ROMEO,ALFA ROMEO Giulia,MID-SIZE,2,4,Z,10,7.2,8.7,32,205
ALFA ROMEO,ALFA ROMEO Giulia AWD,MID-SIZE,2,4,Z,10.5,7.7,9.2,31,217
ALFA ROMEO,ALFA ROMEO Giulia Quadrifoglio,MID-SIZE,2.9,6,Z,13.8,9.6,11.9,24,280
ALFA ROMEO,ALFA ROMEO Stelvio,SUV - SMALL,2,4,Z,10.3,8.1,9.3,30,218
ALFA ROMEO,ALFA ROMEO Stelvio AWD,SUV - SMALL,2,4,Z,10.8,8.3,9.6,29,226
ALFA ROMEO,ALFA ROMEO Stelvio AWD Quadrifoglio,SUV - SMALL,2.9,6,Z,14.1,10.4,12.4,23,292
ASTON MARTIN,ASTON MARTIN DB11 V8,MINICOMPACT,4,8,Z,13,9.8,11.5,25,271
ASTON MARTIN,ASTON MARTIN DB11 AMR,MINICOMPACT,5.2,12,Z,15.5,10.6,13.3,21,312
ASTON MARTIN,ASTON MARTIN DBS Superleggera,MINICOMPACT,5.2,12,Z,16.4,10.7,13.8,20,324
ASTON MARTIN,ASTON MARTIN Rapide AMR,SUBCOMPACT,6,12,Z,16.7,10.9,14.1,20,332
ASTON MARTIN,ASTON MARTIN Vanquish Zagato,MINICOMPACT,6,12,Z,17.5,11.4,14.7,19,346
ASTON MARTIN,ASTON MARTIN Vantage V8,TWO-SEATER,4,8,Z,12.7,9.4,11.2,25,264
AUDI,AUDI A3,SUBCOMPACT,2,4,X,9.1,6.8,8.1,35,188
AUDI,AUDI A3 quattro,SUBCOMPACT,2,4,X,10.9,7.9,9.6,29,225
AUDI,AUDI A3 Cabriolet quattro,SUBCOMPACT,2,4,X,10.7,7.9,9.5,30,221
AUDI,AUDI A4,COMPACT,2,4,Z,8.6,6.9,7.8,36,182
AUDI,AUDI A4 quattro,COMPACT,2,4,Z,10,7,8.7,32,204
AUDI,AUDI A4 allroad quattro,STATION WAGON - SMALL,2,4,Z,10.7,8,9.5,30,221
AUDI,AUDI A5 quattro,SUBCOMPACT,2,4,Z,10,7,8.7,32,204
AUDI,AUDI A5 Cabriolet quattro,SUBCOMPACT,2,4,Z,10,7,8.7,32,204
AUDI,AUDI A5 Sportback quattro,MID-SIZE,2,4,Z,10,7,8.7,32,204
AUDI,AUDI A6 quattro,MID-SIZE,3,6,Z,10.7,8.2,9.6,29,224
AUDI,AUDI A7 quattro,MID-SIZE,3,6,Z,10.7,8.2,9.6,29,224
AUDI,AUDI A8L,FULL-SIZE,3,6,Z,12.5,8.6,10.8,26,252
AUDI,AUDI Q3 quattro,SUV - SMALL,2,4,X,12.3,8.6,10.6,27,248
AUDI,AUDI Q5,SUV - SMALL,2,4,Z,10.9,8.7,9.9,29,230
AUDI,AUDI Q7,SUV - STANDARD,2,4,Z,12.2,9.5,11,26,258
AUDI,AUDI Q7,SUV - STANDARD,3,6,Z,12.6,9.4,11.1,25,260
AUDI,AUDI Q8,SUV - STANDARD,3,6,Z,14,10.7,12.5,23,294
AUDI,AUDI RS 3,SUBCOMPACT,2.5,5,Z,12.4,8.4,10.6,27,247
AUDI,AUDI RS 5 Coupe,SUBCOMPACT,2.9,6,Z,13.3,8.7,11.3,25,262
AUDI,AUDI RS 5 Sportback,MID-SIZE,2.9,6,Z,13.5,9,11.5,25,268
AUDI,AUDI S3,SUBCOMPACT,2,4,Z,10.7,8,9.5,30,222
AUDI,AUDI S4,COMPACT,3,6,Z,11.3,8,9.8,29,230
AUDI,AUDI S5,SUBCOMPACT,3,6,Z,11.3,8,9.8,29,230
AUDI,AUDI S5 Cabriolet,SUBCOMPACT,3,6,Z,11.4,8.2,9.9,29,234
AUDI,AUDI S5 Sportback,MID-SIZE,3,6,Z,11.3,8,9.8,29,230
AUDI,AUDI SQ5,SUV - SMALL,3,6,Z,12.7,10,11.5,25,270
AUDI,AUDI TT Coupe quattro,SUBCOMPACT,2,4,X,10.3,7.7,9.2,31,213
AUDI,AUDI TT Roadster quattro,TWO-SEATER,2,4,X,10.3,7.7,9.2,31,213
AUDI,AUDI TT RS Coupe,SUBCOMPACT,2.5,5,Z,12,8.3,10.3,27,241
AUDI,AUDI TTS Coupe,SUBCOMPACT,2,4,Z,10.4,8.2,9.4,30,220
BENTLEY,BENTLEY Bentayga,SUV - STANDARD,4,8,Z,16.4,10.1,13.6,21,315
BENTLEY,BENTLEY Mulsanne,MID-SIZE,6.8,8,Z,24.5,14.4,20,14,465
BMW,BMW 230i xDrive Cabriolet,SUBCOMPACT,2,4,Z,10.2,7.2,8.8,32,207
BMW,BMW 230i xDrive Coupe,SUBCOMPACT,2,4,Z,9.9,7.1,8.6,33,202
BMW,BMW 330i xDrive,COMPACT,2,4,Z,9.5,6.9,8.3,34,194
BMW,BMW 330i xDrive Gran Turismo,FULL-SIZE,2,4,Z,10.2,7.2,8.8,32,207
BMW,BMW 330i xDrive Touring,STATION WAGON - SMALL,2,4,Z,10.2,7.2,8.8,32,207
